yaḥ soma sakhye tava raraṇat deva martyaḥ tam dakṣaḥ sacate kavi ḥ	O Soma, God, the mortal man who in thy friendship hath delight, Him doth the mighty Sage befriend.
indraḥ yātaḥ ava sitasya rājā śamasya ca śr̥ṅgiṇaḥ vajra bāhuḥ saḥ it oṁ iti rājā kṣayati carṣaṇīnām arān na nemiḥ pari tā babhūva	Indra is king of all that's fixed and moving, Of tame and horned beasts, the thunder-wielder. He truly rules, as king of busy mortals; Them he encompasses as spokes the felly.
sam pūṣan adhvanaḥ tira vi aṁhaḥ vi mucaḥ napāt sakṣva deva pra naḥ puraḥ	O Pūṣan pass along the roads, Free us, son of release, from care. Guide us, going before, O god.
yaḥ naḥ pūṣan aghaḥ vr̥kaḥ duḥśeva ādideśati apa sma tam pathaḥ jahi	The wicked, ill-intentioned wolf, Pūṣan, that lies in wait for us. Him from our path smite thou away.
apa tyam pari panthinam muṣīvāṇam huraḥ citam dūram adhi sruteḥ aja	The robber lurking round our path, Who there against us mischief plots. Far from the track drive him away.
tvam tasya dvayāvinaḥ agha saṁsasya kasya cit padā abhi tiṣṭha tapuṣim	Tread under foot the burning brand Of crafty and malignant men, The miscreants whoe'er they be.
ā tat te dasra mantu maḥ pūṣan avaḥ vr̥ṇīmahe yena pitr̥r̥n acodayaḥ	Pūṣan, that help of thine we claim, O wonder-working, sapient god, Wherewith our fathers thou didst aid.
adhaḥ naḥ viśva saubhaga hiraṇyavāśīmat tama dhanāni su sanā kr̥dhi	Thou, lord of all prosperity, Best wielder of the golden axe. Make easy wealth for us to gain.
ati naḥ saścataḥ naya su gā naḥ su pathā kr̥ṇu pūṣan iha kratum vidaḥ	Past our pursuers lead us, make Fair paths, easy for us to tread. Thus, Pūṣan, show in us thy might.
abhi su yavasam naya na nava jvāraḥ adhvane pūṣan iha kratum vidaḥ	Lead us to pastures rich in grass, Send on the road no early heat. Thus, Pūṣan, show in us thy might.
na pūṣaṇam methāmasi sūktaiḥ abhi gr̥ṇīmasi vasūni dasmam īmahe	We wrangle not with Pūṣan, him We call upon with songs of praise: For wealth we seek the wondrous god.
ut oṁ iti tyam jāta vedasam devam vahanti ketavaḥ dr̥śe viśvāya sūryam	Aloft his beams now bring the god Who knows all creatures that are born, That all may look upon the Sun.
apa tye tāyavaḥ yathā nakṣatrā yanti aktu bhiḥ sūrāya viśva cakṣase	Away like thieves the stars depart, By the dark nights accompanied, At the all-seeing Sun's approach.
adr̥śram asya ketavaḥ vi raśmayaḥ janān anu bhrājantaḥ agnayaḥ yathā	His beams, his rays, have shone afar Athwart the many homes of men, Flaming aloft like blazing fires.
taraṇiḥ viśva darśataḥ jyotiḥ kr̥t asi sūrya viśvam ā bhāsi rocanam	Swift-moving, visible to all, Maker of light thou art, O Sun, Illuming all the shining space.
pratyaṅ devānām viśaḥ pratyaṅ ut eṣi mānuṣān pratyaṅ viśvam svaḥ dr̥śe	Thou risest toward the host of gods And toward the race of men: toward all. That they may see the heavenly light.
vi dyām eṣi rajaḥ pr̥thu ahā mimānaḥ aktu bhiḥ paśyan janmāni sūyar	The broad air traversing, the sky, Thou metest, Sun, the days with nights, Seeing all creatures that are born.
sapta tvā haritaḥ rathe vahanti deva sūrya śociḥ keśam vi cakṣaṇa	The seven bay mares that draw thy car, Bring thee to us, far-seeing god, O Sūrya of the gleaming hair.
ayukta sapta śundhyuvaḥ sūraḥ rathasya naptyaḥ tābhiḥ yāti svayukti bhiḥ	The Sun has yoked the seven bright mares, The shining daughters of his car: With that self-yoking team he speeds.
ut vayam tamasaḥ pari jyotiḥ paśyantaḥ ut taram devam deva trā sūryam aganma jyotiḥ ut tamam	Athwart the darkness gazing up, To him the higher light, we now Have soared to Sūrya, the god Among the gods, the highest light.
adhi peśāṁsi vapate nr̥tūḥ iva apa ūrṇute vakṣaḥ usrāiva barjaham jyotiḥ viśvasmai bhuvanāya kr̥ṇvatī gāvaḥ na vrajam vi uṣāḥ āvar ity āvaḥ tamaḥ	She throws gay garments round her like a dancing girl; E'en as a cow her udder, she displays her breast. Creating light for all the world, Dawn has unbarred The gates of darkness as when cows break from their stall.
prati arciḥ ruśat asyāḥ adarśi vi tiṣṭhate bādhate kr̥ṣṇam abhvam svarum na peśaḥ vidatheṣu añjan citram divaḥ duhitā bhānum aśret	Her radiant shimmer has appeared before us; It spreads, and drives away the swarthy monster. As one anoints the post at sacrifices The daughter of the sky extends her lustre.
atāriṣma tamasaḥ pāram asya uṣāḥ ucchantī vayunā kr̥ṇoti śriye chandaḥ na smayate vi bhātī su pratīkā saumanasāya ajīgariti	We have crossed to the farther shore of darkness: Dawn shining forth, her webs of light is weaving. She smiles for glory, radiant, like a lover. To show good will she, fair of face, has wakened.
bhāsvatī netrī sūnr̥tānām divaḥ stave duhitā gotamebhiḥ prajāvataḥ nr̥ vataḥ aśva budhyān uṣaḥ go agrān upa māsi vājān	The radiant leader of rich gifts, the daughter Of Heaven by the Gotamas is lauded. Mete out to us, O Dawn, largesses: offspring, Brave men, conspicuous wealth in cows and horses.
uṣaḥ tam aśyām yaśasam su vīram dāsa pravargam rayim aśva budhyam su daṁsasā śravasā yā vi bhāsi vāja prasūtā su bhage br̥hantam	May I attain that wealth renowned and ample, With many heroes, troops of friends, and horses, O Dawn, that shinest forth with wondrous glory. Urged on by mighty strength, auspicious lady.
viśvāni devī bhuvanā abhi cakṣya pratīcī cakṣuḥ urviyā vi bhāti viśvam jīvam carase bodhayantī viśvasya vācam avidat manāyoḥ	Looking on all created things, the goddess Shines far and wide, facing the eye of Sūrya. Awaking every living soul to motion, She has aroused the voice of every thinker.
punaḥ punaḥ jāyamānā purāṇī samānam varṇam abhi śumbhamānā śvaghnī iva kr̥tnuḥ vijaḥ āminānā martasya devī jarayantī āyuḥ	Born newly again and again though ancient, Herself adorning with the selfsame colour, The goddess wears away the life of mortals, Like stakes diminished by a skilful gambler.
vi ūrṇvatī divaḥ antān abodhi apa svasāram sanutaḥ yuyoti pra m inatī manuṣyā yugāni yoṣā jārasya cakṣasā vi bhāti	The ends of heaven disclosing, she awakens; To distance far she banishes her sister. Diminishing the years of life, the maiden Flushes afar with the light of her lover.
paśūn na citrā su bhagā prathānā sindhuḥ na kṣodaḥ urviyā vi aśvait aminatī daivyāni vratāni sūryasya ceti raśmi bhiḥ dr̥śānā	Gracious and bright, spreading her rays like cattle, As a river its flood, afar she glimmers. Infringing not the gods' unchanging statutes, She flushes radiant with the beams of Sūrya.
uṣaḥ tat citram ā bhara asmabhyam vājinī vati yena tokam ca tanayam ca dhāmahe	O Dawn, bring us that brilliant wealth, O thou that bearest rich rewards, Whereby both sons and grandsons we may well maintain.
uṣaḥ adya iha go mati aśva vati vibhāvari revat asme vi uccha sūnr̥tāvati	Refulgent Dawn, to-day and here, Thou that art rich in kine and steeds, Shine forth on us abundant wealth, goddess benign.
yukṣva hi vājinī vati aśvān adya aruṇān uṣaḥ atha naḥ viśvā saubhagāni ā vaha	Yoke, Dawn, to-day thy ruddy steeds, O thou that bearest rich rewards: Then on thy car to us all fortune's gifts convey.
idam śreṣṭham jyotiṣām jyotiḥ ā agāt citraḥ pra ketaḥ ajaniṣṭa vi bhvā yathā pra sūtā savituḥ savāya eva rātrī uṣase yonim araik	This light has come, of all the lights the fairest: The brilliant brightness has been born effulgent. Urged onward for god Savitar's uprising, Night now has yielded up her place to morning.
ruśat vatsā ruśatī śvetyā ā agāt araik oṁ iti kr̥ṣṇā sadanāni asyāḥ samānabandhūitisamāna bandhū amr̥teiti anūcī iti dyāvā varṇam carataḥ āmināne ity āmināne	Bringing a radiant calf she comes resplendent: To her the Black one has given up her mansions. Akin, immortal, following each the other, Morning and Night fare on, exchanging colours.
samānaḥ adhvā svasroḥ anantaḥ tam anyāanyā carataḥ devaśiṣṭeitideva śiṣṭe na metheteiti na tasthatuḥ sumeke itisu meke naktoṣāsā sa manasā virūpeitivi rūpe	The sisters' pathway is the same, unending: Taught by the gods alternately they tread it. Fair-shaped, of form diverse, yet single-minded, Morning and Night clash not, nor do they tarry.
bhāsvatī netrī sūnr̥tānām aceti citrā vi duraḥ naḥ āvar ity āvaḥ prar pya jagat vi oṁ iti naḥ rāyaḥ akhyat uṣāḥ ajīgaḥ bhuvanāni viśvā	Bright leader of glad sounds she shines effulgent: Widely she has unclosed for us her portals. Pervading all the world she shows us riches: Dawn has awakened every living creature.
jihma śye caritave maghonī ābhogaye iṣṭaye rāye oṁ iti tvam dabhram paśyat bhyaḥ urviyā vi cakṣe uṣāḥ ajīgaḥ bhuvanān i viśvā	Men lying on the ground she wakes to action: Some rise to seek enjoyment of great riches, Some, seeing little, to behold the distant: Dawn has awakened every living creature.
kṣatrāya tvam śravase tvam mahīyai iṣṭaye tvam artham iva tvam ityai vi sadr̥śā jīvitā abhi pracakṣe uṣāḥ ajīgaḥ bhuvanāni viśvā	One for dominion, and for fame another; Another is aroused for winning greatness; Another seeks the goal of varied nurture: Dawn has awakened every living creature.
eṣā divaḥ duhitā prati adarśi vi ucchantī yuvatiḥ śukra vāsāḥ viśvasya īśānā pārthivasya vasvaḥ uṣaḥ adya iha su bhage vi uccha	Daughter of Heaven, she has appeared before us, A maiden shining in resplendent raiment. Thou sovereign lady of all earthly treasure, Auspicious Dawn, shine here to-day upon us.
parāyatīnām anu eti pāthaḥ āyatīnām prathamā śaśvatīnām vi ucchantī jīvam ut īrayantī uṣāḥ mr̥tam kam cana bodhayantī	The path of those that have gone by she follows, The first of endless dawns to come hereafter. The living at her rising she arouses; The dead she never wakens from their slumber.
uṣaḥ yat agnim sam idhe cakartha vi yat āvaḥ cakṣasā sūryasya yat mānuṣān yakṣyamāṇān ajīgariti tat deveṣu cakr̥ṣe bhadram apnaḥ	O Dawn, since thou hast made them kindle Agni, Since thou hast shone forth with the light of Sūrya, Since thou the sacrificer hast awakened: Thou hast performed among the gods good service.
kiyati ā yat samayā bhavāti yāḥ vi ūṣuḥ yāḥ ca nūnam vi ucchān anu pūrvāḥ kr̥pate vāvaśānā pra dīdhyānā joṣam anyābhiḥ eti	How distant is the time when she comes midway Between the past and those to shine in future? The earlier dawns right willingly she follows. Expected, she fulfils the later's wishes.
īyuḥ te ye pūrva tarām apaśyan vi ucchantīm uṣasam martyāsaḥ asmābhiḥ oṁ iti nu prati cakṣyā abhūt o iti te yanti ye aparīṣu paśyān	Gone are those mortals who in former ages Beheld the flushing of the early morning; We living men now look upon her shining: Those will be born who shall hereafter see her.
yāvayat dveṣāḥ r̥ta pāḥ r̥te jāḥ sumna varī sūnr̥tāḥ īrayantī su maṅgalīḥ bibhratī deva vītim iha adya uṣaḥ śreṣṭha tamā vi uccha	Dispelling foes, observer of world order, Born in due season, giver of enjoyment, Wafting oblations, bringing wealth and fortune, Shine brightly here to-day, O Dawn, upon us.
śaśvat purā uṣāḥ vi uvāsa devī atho iti adya idam vi āvaḥ maghonī atho iti vi ucchāt ut tarān anu dyūn ajarā amr̥tā carati svadhābhiḥ	The goddess Dawn has flushed in former ages, And here to-day the bounteous maiden flushes: So also may she flush in days hereafter. With powers her own she fares, immortal, ageless.
vi añji bhiḥ divaḥ ātāsu adyaut apa kr̥ṣṇām niḥ nijam devī āvar ity āvaḥ pra bodhayantī aruṇebhiḥ aśvaiḥ ā uṣāḥ yāti su yujā rathena	In the sky's framework she has gleamed with brightness; The goddess has cast off the robe of darkness. Rousing the world from sleep, with ruddy horses. Dawn in her well-yoked chariot is arriving.
āvahantī poṣyā vāryāṇi citram ketum kr̥ṇute cekitānā īyuṣīṇām upa mā śaśvatīnām vi bhātīnām prathamā uṣāḥ vi aśvait	She brings upon it many bounteous blessings; Brightly she shines and spreads her brilliant lustre. Last of innumerable morns departed. First of bright morns to come, has Dawn arisen.
ut īrdhvam jīvaḥ asuḥ naḥ ā agāt apa pra agāt tamaḥ ā jyotiḥ et i araik panthām yātave sūryāya aganma yatra pra tirante āyuḥ	Arise! The vital breath again has reached us: Darkness has gone away and light is coming. She leaves a pathway for the sun to travel: We have arrived where men prolong existence.
syūmanā vācaḥ ut iyarti vahniḥ stavānaḥ rebhaḥ uṣasaḥ vi bhātīḥ adya tat uccha gr̥ṇate maghoni asme iti āyuḥ ni didīhi prajāvat	The singer lauding the refulgent mornings, Like charioteer with reins, sends forth his message: To-day this grant thy praiser, bounteous goddess: Life rich in offspring shine-thou down upon us.
yāḥ go matīḥ uṣasaḥ sarva vīrāḥ vi ucchanti dāśuṣe martyāya vāyoḥ iva sūnr̥tānām ut arke tāḥ aśva dāḥ aśnavat soma sutvā	The dawns that shine forth for the pious mortal, Bestowing kine and steeds and many heroes: May these be gained by zealous Soma-pressers, When joyous songs break forth like gusty breezes.
mātā devānām aditeḥ anīkam yajñasya ketuḥ br̥hatī vi bhāhi praśasti kr̥t brahmaṇe naḥ vi uccha naḥ jane janaya viśva vāre	Mother of gods and Aditi's effulgence, Banner of sacrifice, shine forth exalted. Shine forth and look upon our prayer with favour: Bounteous, cause fruitfulness among the people.
yat citram apnaḥ uṣasaḥ vahanti ījānāya śaśamānāya bhadram tat naḥ mitraḥ varuṇaḥ mamahantām aditiḥ sindhuḥ pr̥thivī uta dyauḥ	What brilliant wealth the dawns convey, auspicious, To bless the zealous offerer of worship, All that may Varuṇa and Mitra grant us, And Aditi and Sindhu, Earth and Heaven.
citram devānām ut agāt anīkam cakṣuḥ mitrasya varuṇasya agneḥ ā aprāḥ dyāvāpr̥thivī iti antarikṣam sūryaḥ ātmā jagataḥ tasthuṣaḥ ca	The gods' refulgent countenance has risen, The eye of Mitra, Varuṇa and Agni. He has pervaded air, and earth, and heaven: The soul of all that moves and stands is Sūrya.
sūryaḥ devīm uṣasam rocamānām maryaḥ na yoṣām abhi eti paścāt yatra naraḥ deva yantaḥ yugāni vi tanvate prati bhadrāya bhadram	The Sun pursues the Dawn, the gleaming goddess. As a young man a maiden, to the region Where god-devoted men lay on the harness Of brilliant offerings for the brilliant godhead.
bhadrāḥ aśvāḥ haritaḥ sūryasya citrāḥ eta gvāḥ anu mādyāsaḥ namasyantaḥ divaḥ ā pr̥ṣṭham asthuḥ pari dyāvāpr̥thivī yanti sadyaḥ	The brilliant steeds, bay coursers of the sun-god. Refulgent, dappled, meet for joyful praises, Wafting our worship, heaven's ridge have mounted, And in one day round earth and sky they travel.
